State,District,Area Name,Birth place,Place of enumerationTotalPersons,Total migrantsPersons,%Inbound_Migration
27,511,Nanded,Total Population,3361292,1180040,35.10674
27,512,Hingoli,Total Population,1177345,405335,34.42789
27,513,Parbhani,Total Population,1836086,669619,36.46991
27,514,Jalna,Total Population,1959046,694819,35.46721
27,515,Aurangabad,Total Population,3701282,1790219,48.36754
27,516,Nashik,Total Population,6107187,3434553,56.23789
27,517,Thane,Total Population,11060148,7430733,67.18475
27,518,Mumbai Suburban,Total Population,9356962,4271562,45.65116
27,519,Mumbai,Total Population,3085411,1233320,39.97263
27,520,Raigarh,Total Population,2634200,1479878,56.17941
27,521,Pune,Total Population,9429408,6094325,64.63105
27,522,Ahmadnagar,Total Population,4543159,2492900,54.87151
27,523,Bid,Total Population,2585049,896928,34.69675
27,524,Latur,Total Population,2454196,920301,37.49908
27,525,Osmanabad,Total Population,1657576,691870,41.73987
27,526,Solapur,Total Population,4317756,1852575,42.90597
27,527,Satara,Total Population,3003741,1924434,64.06791
27,528,Ratnagiri,Total Population,1615069,831042,51.45551
27,529,Sindhudurg,Total Population,849651,524613,61.74453
27,530,Kolhapur,Total Population,3876001,2291809,59.12818
27,531,Sangli,Total Population,2822143,1665083,59.00066
28,532,Adilabad,Total Population,2741239,1227496,44.77888
28,533,Nizamabad,Total Population,2551335,1077145,42.21888
28,534,Karimnagar,Total Population,3776269,1615095,42.7696
28,535,Medak,Total Population,3033288,1373113,45.26814
28,536,Hyderabad,Total Population,3943323,2110198,53.51319
28,537,Rangareddy,Total Population,5296741,3546914,66.96408
28,538,Mahbubnagar,Total Population,4053028,1666317,41.11289
28,539,Nalgonda,Total Population,3488809,1540904,44.16705
28,540,Warangal,Total Population,3512576,1478737,42.09836
28,541,Khammam,Total Population,2797370,1277314,45.66125
28,542,Srikakulam,Total Population,2703114,851656,31.50648
28,543,Vizianagaram,Total Population,2344474,941835,40.17255
28,544,Visakhapatnam,Total Population,4290589,2033960,47.40515
28,545,East Godavari,Total Population,5154296,2501379,48.52998
28,546,West Godavari,Total Population,3936966,1944000,49.37813
28,547,Krishna,Total Population,4517398,2318200,51.31715
28,548,Guntur,Total Population,4887813,2253509,46.10465
28,549,Prakasam,Total Population,3397448,1251646,36.84077
28,550,Sri Potti Sriramulu Nellore,Total Population,2963557,1310523,44.22129
28,551,Y.S.R.,Total Population,2882469,1198150,41.5668
28,552,Kurnool,Total Population,4053463,1593260,39.30614
28,553,Anantapur,Total Population,4081148,1622352,39.75234
28,554,Chittoor,Total Population,4174064,1626941,38.97739
29,555,Belgaum,Total Population,4779661,2295922,48.03525
29,556,Bagalkot,Total Population,1889752,834572,44.16304
29,557,Bijapur,Total Population,2177331,845564,38.83489
29,558,Bidar,Total Population,1703300,560462,32.90448
29,559,Raichur,Total Population,1928812,662263,34.33528
29,560,Koppal,Total Population,1389920,533941,38.41523
29,561,Gadag,Total Population,1064570,495567,46.55091
29,562,Dharwad,Total Population,1847023,866022,46.88745
29,563,Uttara Kannada,Total Population,1437169,722756,50.29026
29,564,Haveri,Total Population,1597668,690579,43.22419
29,565,Bellary,Total Population,2452595,861132,35.11106
29,566,Chitradurga,Total Population,1659456,609033,36.70076
29,567,Davanagere,Total Population,1945497,809546,41.61127
29,568,Shimoga,Total Population,1752753,772320,44.06325
29,569,Udupi,Total Population,1177361,557952,47.39005
29,570,Chikmagalur,Total Population,1137961,527610,46.36451
29,571,Tumkur,Total Population,2678980,1165021,43.48748
29,572,Bangalore,Total Population,9621551,5140755,53.42959
29,573,Mandya,Total Population,1805769,717189,39.71654
29,574,Hassan,Total Population,1776421,764073,43.01193
29,575,Dakshina Kannada,Total Population,2089649,1062515,50.84658
29,576,Kodagu,Total Population,554519,268606,48.43946
29,577,Mysore,Total Population,3001127,1293682,43.10654
29,578,Chamarajanagar,Total Population,1020791,334542,32.77282
29,579,Gulbarga,Total Population,2566326,909335,35.43334
29,580,Yadgir,Total Population,1174271,337939,28.77862
29,581,Kolar,Total Population,1536401,518912,33.77452
29,582,Chikkaballapura,Total Population,1255104,446330,35.5612
29,583,Bangalore Rural,Total Population,990923,443913,44.79793
29,584,Ramanagara,Total Population,1082636,415117,38.34317
30,585,North Goa,Total Population,818008,660094,80.6953
30,586,South Goa,Total Population,640537,480596,75.03017
31,587,Lakshadweep,Total Population,64473,20401,31.6427
32,588,Kasaragod,Total Population,1307375,690774,52.83671
32,589,Kannur,Total Population,2523003,1335216,52.9217
32,590,Wayanad,Total Population,817420,494943,60.54941
32,591,Kozhikode,Total Population,3086293,1799910,58.31948
32,592,Malappuram,Total Population,4112920,1862730,45.28972
32,593,Palakkad,Total Population,2809934,1389287,49.44198
32,594,Thrissur,Total Population,3121200,1821649,58.36374
32,595,Ernakulam,Total Population,3282388,1837383,55.97702
32,596,Idukki,Total Population,1108974,677458,61.08872
32,597,Kottayam,Total Population,1974551,1299170,65.79572
32,598,Alappuzha,Total Population,2127789,1154093,54.23907
32,599,Pathanamthitta,Total Population,1197412,719060,60.05118
32,600,Kollam,Total Population,2635375,1230997,46.71051
32,601,Thiruvananthapuram,Total Population,3301427,1550749,46.97208
33,602,Thiruvallur,Total Population,3728104,2251126,60.3826
33,603,Chennai,Total Population,4646732,1370604,29.49608
33,604,Kancheepuram,Total Population,3998252,2561189,64.05772
33,605,Vellore,Total Population,3936331,1529481,38.8555
33,606,Tiruvannamalai,Total Population,2464875,825047,33.47216
33,607,Viluppuram,Total Population,3458873,1180193,34.12074
33,608,Salem,Total Population,3482056,1111989,31.93484
33,609,Namakkal,Total Population,1726601,828782,48.00078
33,610,Erode,Total Population,2251744,1208098,53.65166
33,611,The Nilgiris,Total Population,735394,368187,50.06663
33,612,Dindigul,Total Population,2159775,761754,35.27006
33,613,Karur,Total Population,1064493,535716,50.32593
33,614,Tiruchirappalli,Total Population,2722290,1249669,45.90507
33,615,Perambalur,Total Population,565223,228531,40.43201
33,616,Ariyalur,Total Population,754894,324838,43.03094
33,617,Cuddalore,Total Population,2605914,1150284,44.14129
33,618,Nagapattinam,Total Population,1616450,806521,49.89458
33,619,Thiruvarur,Total Population,1264277,602538,47.6587
33,620,Thanjavur,Total Population,2405890,1157271,48.10158
33,621,Pudukkottai,Total Population,1618345,702796,43.42683
33,622,Sivaganga,Total Population,1339101,600537,44.84628
33,623,Madurai,Total Population,3038252,1207276,39.73587
33,624,Theni,Total Population,1245899,400674,32.15943
33,625,Virudhunagar,Total Population,1942288,739970,38.09785
33,626,Ramanathapuram,Total Population,1353445,416291,30.75788
33,627,Thoothukkudi,Total Population,1750176,695370,39.73143
33,628,Tirunelveli,Total Population,3077233,1079390,35.07664
33,629,Kanniyakumari,Total Population,1870374,734919,39.29262
33,630,Dharmapuri,Total Population,1506843,518496,34.40942
33,631,Krishnagiri,Total Population,1879809,710679,37.80592
33,632,Coimbatore,Total Population,3458045,1881966,54.42283
33,633,Tiruppur,Total Population,2479052,1533925,61.87547
34,634,Yanam,Total Population,55626,29980,53.89566
34,635,Puducherry,Total Population,950289,560580,58.99048
34,636,Mahe,Total Population,41816,19964,47.74249
34,637,Karaikal,Total Population,200222,101877,50.88202
35,638,Nicobars,Total Population,36842,18578,50.42614
35,639,North  & Middle Andaman,Total Population,105597,63073,59.72992
35,640,South Andaman,Total Population,238142,134690,56.55869
