,Unnamed: 0,Constituency,AmountFinal,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr,ADI,FactoriesFinal
454,454,SANGRUR,70000000,PUNJAB,GEN,19.3,0,0,0,0,0,0,1300000000,1,1,195,2,15,201
455,455,SANT KABIR NAGAR,32900000,UTTAR PRADESH,GEN,9.7,0,1,0,0,0,0,3240000000,1,0,13,0,11,1
456,456,SARAN,6400000,BIHAR,GEN,4.7,1,1,1,0,0,0,270000000,1,0,0,0,9,0
457,457,SASARAM,0,BIHAR,SC,7.5,0,1,1,0,0,0,0,1,0,2,0,9,4
458,458,SATARA,137700000,MAHARASHTRA,GEN,37.5,0,0,0,0,0,0,1750000000,1,1,60,2,17,62
459,459,SATNA,57000000,MADHYA PRADESH,GEN,1,0,1,1,0,0,0,560000000,1,0,10,0,12,10
460,460,SECUNDERABAD,304600000,TELANGANA,GEN,25.4,1,1,0,0,0,1,30460000000,1,0,159,26,18,17
461,461,SHAHDOL,14300000,MADHYA PRADESH,ST,24.9,0,1,1,0,0,0,570000000,1,0,277,2,11,289
462,462,SHAHJAHANPUR,218700000,UTTAR PRADESH,SC,20.8,0,1,0,0,0,0,3310000000,1,0,5,0,8,5
463,463,SHEOHAR,2000000,BIHAR,GEN,16.2,0,1,1,0,1,0,200000000,0,0,2,0,9,0
464,464,SHILLONG,47700000,MEGHALAYA,ST,6.5,0,0,1,0,1,0,1560000000,0,0,3,0,10,3
465,465,SHIMLA,373200000,HIMACHAL PRADESH,SC,11.4,0,1,0,0,0,0,2580000000,1,0,186,1,18,170
466,466,SHIMOGA,59500000,KARNATAKA,GEN,32.2,0,1,0,0,0,0,3100000000,1,0,14,1,17,4
467,467,SHIRDI,3400000,MAHARASHTRA,SC,21.4,0,1,1,0,0,0,340000000,1,0,21,0,14,0
468,468,SHIRUR,1768100000,MAHARASHTRA,GEN,27.7,0,1,1,0,0,0,176290000000,1,0,779,49,18,15
469,469,SHRAWASTI,500000000,UTTAR PRADESH,GEN,8.8,0,1,0,0,1,0,60000000,0,0,4,0,7,0
470,470,SIDHI,529700000,MADHYA PRADESH,GEN,10.9,0,1,1,0,1,0,50070000000,0,0,290,3,9,21
471,471,SIKAR,50700000,RAJASTHAN,GEN,22.4,0,1,1,0,0,0,910000000,1,0,2,1,16,2
472,472,SIKKIM,10900000,SIKKIM,GEN,13.5,0,0,1,0,1,0,310000000,0,0,16,0,17,19
473,473,SILCHAR,2500000,ASSAM,GEN,4.4,0,0,1,0,0,0,0,1,0,0,0,13,0
474,474,SINGHBHUM,39400000,JHARKHAND,ST,11,0,1,1,0,1,0,0,0,0,18,0,11,51
475,475,SIRSA,7200000,HARYANA,SC,9,0,0,0,0,0,0,410000000,1,1,0,0,15,0
476,476,SITAMARHI,108400000,BIHAR,GEN,16.4,0,1,0,0,1,0,200000000,0,0,2,0,9,2
477,477,SITAPUR,13100000,UTTAR PRADESH,GEN,5,0,1,0,0,0,0,630000000,1,0,12,0,7,12
478,478,SIVAGANGA,61000000,TAMIL NADU,GEN,22.3,0,0,1,0,0,0,300000000,1,0,17,0,15,4
479,479,SIWAN,800000,BIHAR,GEN,12.9,0,1,1,0,0,0,0,1,0,0,0,15,0
480,480,SOLAPUR,65700000,MAHARASHTRA,SC,15.7,0,1,1,0,0,0,960000000,1,0,34,2,15,35
481,481,SONIPAT,112400000,HARYANA,GEN,7.9,0,1,1,0,0,0,10360000000,1,0,15,0,16,16
482,482,SOUTH DELHI,166800000,DELHI,GEN,9.7,0,1,0,0,0,0,5400000000,1,0,34,4,18,31
483,483,SOUTH GOA,38300000,GOA,GEN,7.9,0,1,1,0,0,0,1340000000,1,0,118,1,18,73
484,484,SREERAMPUR,13300000,WEST BENGAL,GEN,11.8,0,0,1,0,0,0,1330000000,1,0,107,3,18,0
485,485,SRIKAKULAM,165200000,ANDHRA PRADESH,GEN,12.1,0,1,1,0,0,0,5970000000,1,0,25,2,13,25
486,486,SRINAGAR,680500000,JAMMU AND KASHMIR,GEN,13.5,0,0,0,0,0,0,16420000000,1,1,0,0,16,0
487,487,SRIPERUMBUDUR,8000000,TAMIL NADU,GEN,8,0,0,1,0,0,0,800000000,1,0,264,1,18,6
488,488,SULTANPUR,2100000,UTTAR PRADESH,GEN,18.5,0,1,0,0,0,0,100000000,1,0,6,0,10,6
489,489,SUNDARGARH,0,ODISHA,ST,1.9,1,1,0,0,0,0,0,1,0,29,0,13,30
490,490,SUPAUL,0,BIHAR,GEN,6.1,0,0,0,0,0,0,0,1,1,1,0,8,1
491,491,SURAT,585200000,GUJARAT,GEN,56.2,0,1,1,0,0,0,21930000000,1,0,338,6,18,338
492,492,SURENDRANAGAR,96500000,GUJARAT,GEN,21.5,0,1,1,0,0,0,2950000000,1,0,6,0,14,7
493,493,SURGUJA,64500000,CHHATTISGARH,ST,12.4,0,1,1,0,0,0,650000000,1,0,4,0,8,0
494,494,TAMLUK,0,WEST BENGAL,GEN,18.4,0,0,1,0,0,0,0,1,0,0,0,14,1
495,495,TEHRI GARHWAL,595100000,UTTARAKHAND,GEN,24.8,0,1,0,0,0,0,33850000000,1,0,106,1,16,103
496,496,TENKASI,67900000,TAMIL NADU,SC,15.9,0,0,1,0,1,0,6790000000,0,0,84,2,18,0
497,497,TEZPUR,134200000,ASSAM,GEN,8.8,0,1,0,0,0,0,12290000000,1,0,11,0,9,8
498,498,THANE,829300000,MAHARASHTRA,GEN,26.7,0,1,1,0,0,0,18690000000,1,0,335,14,17,387
499,499,THANJAVUR,188400000,TAMIL NADU,GEN,14.2,0,0,1,0,0,0,5490000000,1,0,5,1,16,5
500,500,THENI,41400000,TAMIL NADU,GEN,29.2,0,0,1,0,0,0,2740000000,1,0,22,2,17,3
501,501,THIRUVANANTHAPURAM,190100000,KERALA,GEN,1.8,0,0,1,0,0,0,2640000000,1,0,5,2,16,5
502,502,THOOTHUKKUDI,74000000,TAMIL NADU,GEN,13.5,0,0,1,0,0,0,2540000000,1,0,21,2,18,21
503,503,THRISSUR,366800000,KERALA,GEN,4.2,0,0,0,0,0,0,5460000000,1,1,5,2,16,5
504,504,TIKAMGARH,3800000,MADHYA PRADESH,SC,27.2,0,1,1,0,1,0,0,0,0,1,0,10,0
505,505,TIRUCHIRAPPALLI,120300000,TAMIL NADU,GEN,15.2,0,0,1,0,0,0,2740000000,1,0,18,0,15,18
506,506,TIRUNELVELI,135400000,TAMIL NADU,GEN,13.1,0,0,1,0,0,0,5180000000,1,0,78,0,18,78
507,507,TIRUPATI,74700000,ANDHRA PRADESH,SC,3.1,0,0,0,0,0,0,7470000000,1,1,54,4,14,1
508,508,TIRUPPUR,13700000,TAMIL NADU,GEN,17.1,0,0,1,0,0,0,790000000,1,0,19,1,18,40
509,509,TIRUVALLUR,5600000,TAMIL NADU,SC,25.8,0,0,1,0,0,0,60000000,1,0,134,1,18,139
510,510,TIRUVANNAMALAI,2168000000,TAMIL NADU,GEN,15.8,0,0,1,0,0,0,216390000000,1,0,32,1,16,5
511,511,TONK-SAWAI MADHOPUR,16200000,RAJASTHAN,GEN,13,0,1,1,0,0,0,130000000,1,0,9,0,12,10
512,512,TRIPURA EAST,11800000,TRIPURA,ST,50.9,0,0,1,0,1,0,1020000000,0,0,0,0,15,0
513,513,TRIPURA WEST,20000000,TRIPURA,GEN,46.9,0,0,1,0,0,0,800000000,1,0,0,0,15,0
514,514,TUMKUR,33200000,KARNATAKA,GEN,6.7,0,0,1,0,0,0,2100000000,1,0,8,2,14,11
515,515,TURA,0,MEGHALAYA,ST,8.7,0,1,0,0,0,0,0,1,0,0,0,10,0
516,516,UDAIPUR,291400000,RAJASTHAN,ST,19.8,0,1,1,0,0,0,3250000000,1,0,12,1,9,12
517,517,UDHAMPUR,13300000,JAMMU AND KASHMIR,GEN,5.9,1,1,0,0,0,1,70000000,1,0,3,1,13,5
518,518,UDUPI CHIKMAGALUR,752700000,KARNATAKA,GEN,17.6,0,1,0,0,0,0,2550000000,1,0,13,1,17,13
519,519,UJIARPUR,0,BIHAR,GEN,7,0,1,1,0,0,0,0,1,0,7,0,8,0
520,520,UJJAIN,74300000,MADHYA PRADESH,SC,30.5,0,1,1,1,0,0,990000000,1,0,18,1,13,10
521,521,ULUBERIA,5700000,WEST BENGAL,GEN,17,0,0,1,0,0,0,570000000,1,0,79,3,18,0
522,522,UNNAO,1800000,UTTAR PRADESH,GEN,25.8,0,1,0,0,0,0,180000000,1,0,6,0,7,6
523,523,UTTARA KANNADA,25500000,KARNATAKA,GEN,14.1,0,1,0,0,0,0,640000000,1,0,37,1,15,4
524,524,VADAKARA,5600000,KERALA,GEN,0.3,0,0,1,0,0,0,560000000,1,0,1,0,16,0
525,525,VADODARA,705000000,GUJARAT,GEN,49.1,0,1,1,0,0,0,9190000000,1,0,372,9,18,368
526,526,VAISHALI,107400000,BIHAR,GEN,10.7,0,1,0,0,1,0,2460000000,0,0,9,0,8,6
527,527,VALMIKI NAGAR,0,BIHAR,GEN,13.1,0,1,1,0,0,0,0,1,0,0,0,8,0
528,528,VALSAD,229100000,GUJARAT,ST,18.5,0,1,1,0,0,0,6150000000,1,0,127,3,16,140
529,529,VARANASI,319600000,UTTAR PRADESH,GEN,36.1,1,1,0,0,0,1,4350000000,1,0,11,2,15,11
530,530,VELLORE,2236200000,TAMIL NADU,GEN,6.1,0,0,1,0,0,0,216040000000,1,0,27,1,18,30
531,531,VIDISHA,110600000,MADHYA PRADESH,GEN,38.3,1,1,1,0,1,1,8580000000,0,0,111,5,12,100
532,532,VIJAYAWADA,67600000,ANDHRA PRADESH,GEN,6.3,0,1,1,1,0,0,6760000000,1,0,27,1,17,90
533,533,VILUPPURAM,0,TAMIL NADU,SC,18.1,0,0,1,0,0,0,0,1,0,14,0,14,14
534,534,VIRUDHUNAGAR,107900000,TAMIL NADU,GEN,14.4,0,0,1,0,1,0,4190000000,0,0,25,4,18,7
535,535,VISAKHAPATNAM,563900000,ANDHRA PRADESH,GEN,7.8,0,1,0,0,1,0,30420000000,0,0,136,6,14,122
536,536,VIZIANAGARAM,63300000,ANDHRA PRADESH,GEN,9.5,1,1,1,0,1,1,5970000000,0,0,47,2,13,22
537,537,WARDHA,255700000,MAHARASHTRA,GEN,21.3,0,1,1,0,0,0,15050000000,1,0,7,0,16,3
538,538,WAYANAD,15900000,KERALA,GEN,2.3,0,0,1,0,1,0,950000000,0,0,0,0,16,4
539,539,WEST DELHI,594300000,DELHI,GEN,19.9,0,1,0,0,0,0,49790000000,1,0,4,0,18,0
540,540,YAVATMAL-WASHIM,36200000,MAHARASHTRA,GEN,9.1,0,1,1,0,0,0,20000000,1,0,1,0,11,15
541,541,ZAHIRABAD,35100000,TELANGANA,GEN,13.2,0,0,1,0,0,0,3510000000,1,0,112,3,14,2
